,title,media,date,desc
116,Bolsonaro reclama de preço dos combustíveis e diz que 'alguma coisa vai acontecer na Petrobras nos próximos dias',Valor Investe,19/19/2021,"Pressionado por mais um aumento no preço dos combustíveis pela Petrobras, o  presidente Jair Bolsonaro anunciou há pouco que, a partir de 1º de março,..."
117,"Petrobras anuncia reajuste de 10,2% na gasolina e de 15% no diesel",Correio Braziliense,19/19/2021,"Em 2021, a gasolina acumula alta de 34% e o diesel, de 27%, conforme a  Associação dos Engenheiros da Petrobras. O Sindicombustíveis-DF diz que,  desde sexta-..."
118,Petrobras elevará em 15% preço do diesel na refinaria; gasolina subirá 10%,Forbes Brasil,19/19/2021,"Petrobras elevará em 15% preço do diesel na refinaria; gasolina subirá 10%.  O diesel terá um aumento nas refinarias de em média R$ 0,34 por litro e a  gasolina..."
119,"Petrobrás volta a reajustar preços; gasolina já acumula alta de 34,8% no ano e o diesel, de 27,5%",Economia & Negócios,19/19/2021,"RIO - A Petrobrás anunciou nesta quinta-feira, 18, o maior reajuste de  preços de combustíveis do ano. O óleo diesel vai ficar 15,2% mais caro a  partir desta..."
120,"Petrobras vendeu refinaria na Bahia por metade do preço, diz estudo",iG Economia,19/19/2021,"Petrobras vendeu refinaria na Bahia por metade do preço, diz estudo.  Segundo cálculos, Refinaria Landulpho Alves (Rlam) está avaliada entre US$  3 bilhões e US$..."
121,"ANP mostra que produção de petróleo e gás da Petrobras tem alta de 8,1% em janeiro de 2021",CPG Click Petroleo e Gas,19/19/2021,"Em janeiro, a Petrobras produziu 2,140 milhões de barris de petróleo por  dia e 97,878 milhões de metros cúbicos de gás natural por dia. Na  comparação com..."
122,Bolsonaro zera imposto federal do diesel e do gás de cozinha,Noticias R7,19/19/2021,"Após novo reajuste da Petrobras, o presidente Jair Bolsonaro anunciou nesta  quinta-feira (18) que a partir de 1º de março não haverá qualquer imposto..."
123,Valor da gasolina aumenta e postos de combustível iniciam ...,FDR,19/19/2021,"Além disso, o clima de instabilidade política brasileira reflete  diretamente nas ações da Petrobras que consequentemente faz reajuste nos  preços."
124,Bolsonaro anuncia indicação de general Joaquim Silva e Luna para assumir presidência da Petrobras,G1,20/20/2021,"""O governo decidiu indicar o senhor Joaquim Silva e Luna para cumprir uma  nova missão, como conselheiro de administração e presidente da Petrobras,  após o..."
125,Bolsonaro indica Joaquim Silva e Luna para presidência da Petrobras,Agência Brasil,20/20/2021,O presidente Jair Bolsonaro anunciou na noite desta sexta-feira (19) a  indicação de novo nome para a presidência da Petrobras. Em postagem nas  redes sociais...
126,Bolsonaro anuncia general como novo presidente da Petrobras,BBC,20/20/2021,"O presidente Jair Bolsonaro anunciou na noite de sexta-feira (19/02) a  substituição de Roberto Castello Branco, presidente da Petrobras, pelo  general..."
127,Gasolina tem alta de 34% no ano; o que a privatização da ...,Brasil de Fato,20/20/2021,"Esta semana a Petrobras anunciou um novo reajuste no preço dos  combustíveis. Foi o quarto do ano para a gasolina, que acumula alta de  34,7%, e o terceiro..."
128,"Com mais um aumento, preços do diesel e da gasolina disparam em BH",Estado de Minas,20/20/2021,Petrobras impõe o quarto aumento na gasolina e o terceiro no diesel dentro  deste ano. Bolsonaro reage com mudanças na tributação e intervenção na  estatal...
129,Entenda o aumento no preço da gasolina,Folha PE,20/20/2021,"Petrobras anunciou a quarta alto no valor do combustível somente em 2021  ... O quarto aumento de gasolina no ano, anunciado pela Petrobras nesta  quinta-feira (18)..."
130,Bolsonaro demite presidente da Petrobras e indica general da reserva para o cargo,Noticias R7,20/20/2021,"O presidente Jair Bolsonaro demitiu o presidente da Petrobras, Roberto  Castello Branco. A decisão acontece depois dos sucessivos aumentos nos  preços dos..."
131,"Brasileiro precisa entender que Petrobras não pode ser a única responsável por preço, diz especialista",Exame,20/20/2021,"A pressão do presidente Jair Bolsonaro sobre a Petrobras e sobre seu  comandante, Roberto Castello Branco, é uma consequência da pressão popular  sobre o..."
132,Governo indica Francisco Ferreira como diretor brasileiro da Itaipu,Agência Brasil,20/20/2021,A Petrobras também esclareceu que Roberto Castello Branco e os demais  diretores executivos da empresa têm mandato até 20 de março de 2021.  Edição: Fábio...
133,Petrobras não tem um presidente militar desde 1988,O Globo,20/20/2021,"RIO - A decisão do presidente Jair Bolsonaro de substituir o atual  presidente da Petrobras, Roberto Castello Branco, pelo general Joaquim  Silva e Luna traz..."
134,General Luna deve manter atual política de preços da Petrobras,CNN Brasil,21/21/2021,"flipboard. Ouvir notícia. Indicado pelo governo federal para a presidência  da Petrobras, o general Joaquim Silva e Luna afirmou a interlocutores que  vai manter..."
135,"Após intervir na Petrobras, Bolsonaro diz que gasolina poderia estar 15% mais barata",Folha,21/21/2021,"Após intervir na Petrobras, Bolsonaro diz que gasolina poderia estar 15%  mais barata. Presidente criticou órgãos, como a ANP, e apesar da troca no  comando da..."
136,Petrobras (PETR4): analistas demonstram preocupação com mudança no comando,Suno,21/21/2021,"A notícia da demissão do presidente da Petrobras (PETR4), Roberto Castello  Branco, é vista com preocupação por agentes do mercado financeiro."
137,"Quem é o general Silva e Luna, indicado por Bolsonaro a presidir Petrobras",UOL Economia,21/21/2021,"Quem é o general Silva e Luna, indicado por Bolsonaro a presidir Petrobras  ... Silva e Luna, o general não será o único militar no comando da  Petrobrás."
138,Sucessão na Petrobras: saiba quem são os conselheiros que vão avaliar indicação de Silva e Luna para a presidência da estatal,G1,21/21/2021,"O Conselho de Administração da Petrobras, que irá avaliar a indicação do  general da reserva do Exército como novo presidente da estatal, tem dois  militares da..."
139,Por que o preço do etanol sobe quando a gasolina aumenta?,Autoesporte,21/21/2021,A Petrobras aumentou o preço médio que os distribuidores terão que pagar à  refinaria para comprar gasolina e diesel – foi o quarto reajuste de 2021.
140,Bolsonaro volta a atacar a Petrobrás,VEJA,21/21/2021,"O presidente Jair Bolsonaro anunciou a decisão de trocar o comando da  Petrobrás, indicando para o posto o general Joaquim Silva e Luna,  presidente da Itaipu..."
141,"'Semana que vem teremos mais', diz Bolsonaro sobre ...",ISTOÉ Independente,21/21/2021,"Em referência à indicação para troca de comando na Petrobras, Bolsonaro  disse que, como governante, precisa “trocar as peças que, porventura,..."
142,Petrobras (PETR4) caindo? Não posso ignorar o 'tapa na cara ...,Seu Dinheiro,21/21/2021,"Mas só a tentativa de trocar o CEO da Petrobras é um tapa na cara do  investidor brasileiro, especialmente, do acionista da estatal. Eu não sou  comentarista de..."
143,"Bolsonaro tem prerrogativa para nomear militares, diz Pacheco",Noticias R7,21/21/2021,Presidente anunciou intenção de tirar Roberto Castello Branco da  presidência da Petrobras e colocar general Joaquim Silva e Luna...
144,"‘Não há mais como defender. Rebaixamos para venda’, diz XP sobre Petrobras",CNN Brasil,22/22/2021,"Rebaixamos para venda', diz XP sobre Petrobras. Troca de comando na estatal  gera mais incertezas em torno dos investimentos em suas ações, dizem  analistas em..."
145,XP rebaixa para venda recomendação para as ações da Petrobras após anúncio de troca de comando,InfoMoney,22/22/2021,"A XP rebaixou a recomendação das ações da Petrobras (PETR3;PETR4) para  “venda”, de “neutro” anteriormente, revisando, ao mesmo tempo, o preço-alvo  do papel..."
146,Petrobras pode ser investigada por mudança de comando abrupta,VEJA,22/22/2021,Petrobras pode ser investigada por mudança de comando abrupta. Anúncio de  Bolsonaro da troca do presidente-executivo reflete diretamente no valor das  ações da...
147,Princípio de incêndio atinge plataforma P-48 da Petrobras em Campos,G1,22/22/2021,"O colaborador que realizava o trabalho teve queimaduras leves e foi mandado  para casa. Plataforma da Petrobras P-48, que pegou fogo neste sábado (20)  —..."
148,"Com venda de refinarias, pressão para Petrobras controlar combustível pode ser menor",Exame,22/22/2021,"Ao dividir a responsabilidade do refino de combustíveis no Brasil com  outros players e abrir mão de seu monopólio de 98% sobre o setor, a  Petrobras poderia..."
149,Petrobras: gestora inglesa de US$ 560 bi faz alerta ao conselho e pede independência,Exame,22/22/2021,"A mensagem acima foi encaminhada ao presidente do conselho de administração  da Petrobras, Eduardo Bacellar Leal Ferreira, e demais membros pela gestora  de..."
150,Petrobras: Salim Mattar aponta truculência e diz que governo ...,DomTotal,22/22/2021,Petrobras: Salim Mattar aponta truculência e diz que governo Bolsonaro  perdeu o foco. Secretário de Desestatização e Privatização diz que Paulo  Guedes não...
151,"‘Vamos meter o dedo na energia elétrica’, diz Bolsonaro um dia depois de anunciar troca no comando da Petrobras",Click Guarulhos,22/22/2021,"Um dia depois de anunciar a troca no comando da Petrobras, com a indicação  do general da reserva Joaquim Silva e Luna para o lugar do atual presidente  da..."
152,"Petrobras: política de preço da era Dilma custou R$ 100 bi, mais que toda Lava-Jato",Exame,22/22/2021,"O que gerou mais perdas para a Petrobras, as obras megalômanas (e  superfaturadas) que estiveram no coração da Operação Lava-Jato ou a  política de contenção..."
153,Brasil se prepara para turbulência puxada por Petrobras enquanto mercados globais acumulam alta,El País,22/22/2021,"Brasil se prepara para turbulência puxada por Petrobras enquanto mercados  globais acumulam alta. Nas bolsas mundiais, petróleo atinge as maiores  cotações nos..."
154,Troca de comando na Petrobras: veja perguntas e respostas,G1,23/23/2021,Troca de comando na Petrobras: veja perguntas e respostas. Presidente  indicou general da reserva para assumir a estatal depois de demonstrar  irritação com a...
155,Ingerência na Petrobras sela fim do casamento de conveniência entre Bolsonaro e o mercado financeiro,El País,23/23/2021,As palavras do presidente Jair Bolsonaro garantindo que não vai intervir  nos preços da Petrobras após indicar abruptamente um novo comando para  estatal na...
156,Bolsonaro volta a criticar política da Petrobras: “O petróleo é nosso ou é de um pequeno grupo no Brasil?”,Valor Econômico,23/23/2021,"Em conversa com apoiadores, o presidente afirmou que a atual política da  Petrobras atende aos interesses de “alguns grupos do Brasil”."
157,Bovespa cai quase 5% com intervenção na Petrobras; ações da estatal recuam em 20%,G1,23/23/2021,"Foi a segunda maior queda diária em valor da mercado da Petrobras desde o  início do plano Real. Na sexta-feira, a petroleira já tinha encolhido..."
158,"Petrobras, BB e Eletrobras perdem R$ 87,3 bilhões em valor ...",Poder360,23/23/2021,"A Petrobras, o BB (Banco do Brasil) e a Eletrobras perderam R$ 87,3 bilhões  em valor de mercado nesta 2ª feira (22.fev.2021) em repercussão à saída  de..."
159,"Após decisão de Bolsonaro, Petrobras despenca 19%; Bovespa cai mais de 5%",iG Economia,23/23/2021,"Após decisão de Bolsonaro, Petrobras despenca 19%; Bovespa cai mais de 5%.  Depois do anúncio da troca de presidente, a estatal sofre forte queda na  bolsa de..."
160,Petrobras: pontos fortes da atual gestão podem se tornar riscos,Exame,23/23/2021,"Para Duarte, um dos pontos que passava confiança a investidores e analistas  na gestão do presidente Roberto Castello Branco na Petrobras era a busca  pela..."
161,Petrobras já perdeu um Banco do Brasil em valor de mercado. E agora?,Você SA,23/23/2021,"A Petrobras, porém, também domina a indústria de refino. Das 17 refinarias  de combustível do país, que transformam óleo cru e gasolina diesel e tudo o  mais, 13..."
162,"Após Petrobras, Bolsonaro pressiona para baratear conta de luz; entenda",iG Economia,23/23/2021,"Após intervenção política na Petrobras , o presidente Jair Bolsonaro mira  agora no setor de energia elétrica e pressiona as equipes dos ministérios  da..."
163,"Antes de ser demitido por Bolsonaro, chefe da Petrobras teria peitado Record e SBT",Notícias da TV,23/23/2021,"Roberto Castello Branco, que foi demitido por Jair Bolsonaro da presidência  da Petrobras na última sexta-feira (19), teria se recusado a investir R$  100..."
164,"Bolsonaro diz que novo presidente da Petrobras vai ""arrumar"" empresa",UOL Economia,24/24/2021,"O presidente Jair Bolsonaro (sem partido) voltou a negar ter interferido na  gestão da Petrobras após anunciar que trocaria o diretor-presidente da  estatal,..."
165,Petrobras privilegia acionistas em relação a interesse da ...,Brasil de Fato,24/24/2021,Leia a entrevista na íntegra abaixo: Brasil de Fato: Como o senhor vê a  troca da gestão da Petrobras de Roberto Castello Branco para o general  Joaquim Silva e...
166,Troca de comando na Petrobras: Bolsonaro repete ...,BBC,24/24/2021,"As ações da Petrobras derreteram depois que o presidente Jair Bolsonaro  decidiu mudar o comando da empresa. Na noite de sexta-feira (19/02),..."
167,"Com 8% de participação na Petrobras, BNDES perdeu quase R$ 6 bilhões na 2ª feira",CNN Brasil,24/24/2021,"Com 8% de participação na Petrobras, BNDES perdeu quase R$ 6 bilhões na 2ª  feira. Banco de investimentos possui uma fatia de 8% na estatal de  petróleo; JBS é a..."
168,"Ação da Petrobras pode subir quase 50% em 12 meses, diz banco suíço",CNN Brasil,24/24/2021,A recuperação parcial das ações da Petrobras nesta terça-feira (23)  acontece com a percepção de muitos investidores de que nem tudo está  perdido na estatal...
169,"‘Política de preços da Petrobras está blindada’, diz conselheiro",CNN Brasil,24/24/2021,"Um dos três conselheiros de administração eleitos por minoritários da  Petrobras, o advogado e ex-desembargador federal Leonardo Antonelli  considera que,..."
170,"Após crítica de Bolsonaro, Petrobras afirma que presidente e diretores não recebem reajuste desde 2016",G1,24/24/2021,A Petrobras informou nesta terça-feira (23) que o presidente e os diretores  executivos da estatal não recebem reajuste na remuneração fixa desde 2016 e  que...
171,Petrobras perde R$ 100 bilhões em valor de mercado,DW,24/24/2021,"Como a Petrobras é listada em Bolsa de Valores, uma decisão como essa deve  ser comunicada ao público por meio de fato relevante, o que não aconteceu."
172,Quatro crises que abalaram a Petrobras (e o que aconteceu com as ações em cada uma),InfoMoney,24/24/2021,"SÃO PAULO – Ao longo dos anos, as ações da Petrobras – que estão entre as  mais negociadas da bolsa brasileira – se tornaram algumas das mais  conhecidas..."
173,Salário do presidente da Petrobrás está dentro da realidade,Terra,24/24/2021,"Salário do presidente da Petrobrás está dentro da realidade. Remuneração  dos presidentes das principais empresas da Bolsa foi de R$ 11,3 milhões ao  ano em 2019."
174,Lucro da Petrobras no 4º trimestre de 2020 avança sete vezes,Valor Econômico,25/25/2021,"A Petrobras registrou lucro de R$ 59,890 bilhões no quarto trimestre de  2020, informou a companhia na noite desta quarta-feira (24). O resultado é  sete..."
175,"Lucro no 4º tri, mas prejuízo em 2020: o que esperar do balanço da Petrobras",CNN Brasil,25/25/2021,Esqueça os problemas pelos quais a Petrobras passou nesta última semana.  Para o balanço financeiro que será divulgado após o fechamento do mercado  nesta...
176,"Petrobras tem lucro recorde de R$59,9 bi no 4º tri com reversão de baixa contábil",UOL Economia,25/25/2021,"Por Marta Nogueira e Roberto Samora. RIO DE JANEIRO (Reuters) - A Petrobras  teve lucro líquido recorde de 59,9 bilhões de reais no quarto trimestre do  ano..."
177,"Venda de negócios, pré-sal e corte de custos até no cafezinho, as marcas de Castello Branco na Petrobras",O Globo,25/25/2021,Castello Branco assumiu a Petrobras em janeiro de 2019 com a experiência de  quem já havia integrado o Conselho de Administração da estatal e a  indicação do...
178,Petrobras diz a distribuidoras que não atenderá toda demanda de diesel em março,CNN Brasil,25/25/2021,"Petrobras diz a distribuidoras que não atenderá toda demanda de diesel em  março. Importação total de diesel caiu quase 8%, uma vez que o preço da  estatal não..."
179,"Conselho de Administração da Petrobras aprova dividendos no valor de R$ 10,3 bilhões",InfoMoney,25/25/2021,SÃO PAULO – A Petrobras (PETR3;PETR4) comunicou nesta quarta-feira (24) que  seu Conselho de Administração aprovou a remuneração aos acionistas sob a  forma...
180,"Petrobrás: muda diretoria, mas desmonte continua",Outras Palavras,25/25/2021,"Petrobrás: muda diretoria, mas desmonte continua. Em mapa, as principais  refinarias, os campos de produção e o sistema de transporte de petróleo no  país —..."
181,Paulo Guedes: 10 casos em que o ministro foi 'escanteado' antes da intervenção na Petrobras,BBC,25/25/2021,"A decisão do presidente Jair Bolsonaro (sem partido) de trocar o comando da  Petrobras, numa tentativa de conter a escalada dos preços dos  combustíveis,..."
182,A entrega do BC e da Petrobras ao capital financeiro ...,Poder360,25/25/2021,Há uma interligação política evidente entre a aprovação da independência do  BC e o desmonte da Petrobras e privatização de várias de suas atividades  e...
183,Artigo | A Petrobras e o lucro do acionista: o que está por trás ...,Brasil de Fato,25/25/2021,"A Petrobras enseja, no seu âmago, uma contradição fundamental. Ao mesmo  tempo em que foi criada para ser uma empresa estatal e exercer o monopólio  da..."
184,"'Não há exagero no preço dos combustíveis', crava presidente demitido da Petrobras",Correio Braziliense,27/27/2021,"Demitido da presidência da Petrobras, Roberto Castello Branco rebate  críticas do presidente da República e defende paridade do diesel e da  gasolina com as..."
185,Nova fala de Bolsonaro desanima investidores após lucro recorde da Petrobras,CNN Brasil,27/27/2021,O balanço da Petrobras divulgado na quarta-feira (24) colocou a estatal de  volta no centro dos debates. Com lucro recorde de quase R$ 60 bilhões no  segundo...
186,Crise na Petrobras detona fuga histórica de capital externo,Valor Econômico,27/27/2021,"E pelo movimento de ontem no mercado, o risco é de que o fluxo negativo se  aprofunde. O Ibovespa caiu 2,95%, a R$ 112.256 pontos, enquanto as ações de  Petrobras..."
187,Petrobras: Bolsonaro confrontou Guedes e minou imagem liberal do governo,VEJA,27/27/2021,"A decisão explosiva de Jair Bolsonaro de trocar o presidente da Petrobras,  na sexta-feira 19, calou fundo no ministro. Roberto Castello Branco não  apenas..."
188,"Petrobras: Guedes alertou Bolsonaro que “daria merda”, diz revista",Metrópoles,27/27/2021,"Petrobras: Guedes alertou Bolsonaro que “daria merda”, diz revista. Segundo  a Veja desta semana, o presidente ignorou seu ministro da Economia sob  alegação de..."
189,"'O senhor está me dando um tiro”, diz Guedes a Bolsonaro em conversa vazada",iG Economia,27/27/2021,"O ministro da Economia teme pela reação do mercado ao intervencionismo do  presidente na Petrobras. “O senhor está entrando na política econômica”,..."
190,"Após resultado recorde, Petrobras repassa R$ 2,9 bi à União, o suficiente para 220 milhões de doses de vacina",O Globo,27/27/2021,"Recursos repassados por estatais ao controlador (em R$ bilhões). Com lucro  acima do esperado no quarto trimestre do ano passado, de R$ 59,9 bilhões, a  Petrobras..."
191,"Dólar e fundo imobiliário sobem no mês, com Bolsa em baixa por Petrobras",UOL Economia,27/27/2021,"Intenção de Bolsonaro de mexer na Petrobras atrapalha desempenho da Bolsa  no mês · Com peso de quase 9% no Ibovespa, Petrobras cai e puxa índice  acionário junto..."
192,Opinião: Petrobras e sua política de preços: uma solução para o impasse,Valor Investe,27/27/2021,"A atual política de preços praticada pela Petrobras vem desde o final de  2016 e, segundo ela, os reajustes são baseados na paridade com o mercado  internacional,..."
193,Produção da Petrobras cresce 5% em janeiro ante a média do 4º tri,Forbes Brasil,27/27/2021,"Produção da Petrobras cresce 5% em janeiro ante a média do 4º tri. A  companhia reduziu seu custo em 33% em 2020, devido à depreciação do real  frente ao dólar,..."
194,Petrobras vive uma semana de pesadelo pela ingerência de Bolsonaro,El País,28/28/2021,"A Petrobras viveu uma semana muito turbulenta. A tempestade começou na  quinta-feira (18) durante a live semanal que o presidente, Jair Bolsonaro,  faz pelo..."
195,Intervenção de Bolsonaro na Petrobras custou cerca de 400 bilhões de reais,VEJA,28/28/2021,"A intervenção de Jair Bolsonaro na Petrobras teve um preço elevado.  Insatisfeito com a alta do preço do diesel, o presidente decidiu trocar o  comando da..."
196,"Petrobras: uns choram, outros vendem lenços",Seu Dinheiro,28/28/2021,"Petrobras: uns choram, outros vendem lenços. O tapa na cara que o  investidor levou do governo Bolsonaro foi o assunto da semana passada. 27  de fevereiro de 2021."
197,Preço do litro da gasolina em Manaus bate recorde e ...,Amazonas Atual,28/28/2021,"O ATUAL esteve em três postos de combustíveis na manhã deste sábado, 27,  dois da Petrobras e um da Shell, e conferiu que o preço da gasolina comum  está em..."
198,"‘Empresas podem contribuir em política pública não só na sua área', diz Bento Albuquerque",O Globo,28/28/2021,"BRASÍLIA - Uma semana após o presidente Jair Bolsonaro anunciar a troca de  comando na Petrobras, o ministro de Minas e Energia, Bento Albuquerque,..."
199,Petrobras pode concretizar venda da UFN3 em março,Correio do Estado,28/28/2021,Petrobras pode concretizar venda de fábrica de fertilizantes em março ; A  novela da venda da Unidade de Fertilizantes Nitrogenados III (UFN3) pode  ter um fim...
200,"É #FAKE que vídeo mostre posto com gasolina a R$ 2,62 no Paraguai em 2021",G1,28/28/2021,"Circula pelas redes sociais um vídeo que mostra um posto de combustível com  logotipo da Petrobras vendendo gasolina aditivada a R$ 2,62 no Paraguai."
201,"Petrobras vendeu ontem (26/02) por 32,97 milhões de reais um complexo de quatro parques eólicos no Nordeste brasileiro",CPG Click Petroleo e Gas,28/28/2021,"Petrobras vendeu ontem (26/02) por 32,97 milhões de reais um complexo de  quatro parques eólicos no Nordeste brasileiro · Petrobras se desfaz de mais  ativos no..."
202,"Após novo reajuste, preço da gasolina em Manaus ultrapassa R$ 5 e dirigentes temem mais aumento",G1,28/28/2021,"""Infelizmente, até o dia 3 de março, a Petrobras deve anunciar mais um  aumento. E tem horas que o posto não consegue mais segurar. E isso é ruim  para o..."
203,Entrevista: Como Ruy Hungria conseguiu lucro de 1.250 ...,Seu Dinheiro,28/28/2021,Os papéis da Petrobras apanharam com a indicação de um novo presidente para  a estatal por Jair Bolsonaro. O mercado teve um momento de pânico no início  da...
