title|media|date|datetime|desc|link|img|site
"Bolsonaro revela vontade de privatizar Petrobras e promete discutir o assunto | NSC Total"||14 de out. de 2021||bookmark_border|news.google.com/./articles/CBMicmh0dHBzOi8vd3d3Lm5zY3RvdGFsLmNvbS5ici9ub3RpY2lhcy9ib2xzb25hcm8tcmV2ZWxhLXZvbnRhZGUtZGUtcHJpdmF0aXphci1wZXRyb2JyYXMtZS1wcm9tZXRlLWRpc2N1dGlyLW8tYXNzdW50b9IBeGh0dHBzOi8vd3d3Lm5zY3RvdGFsLmNvbS5ici9ub3RpY2lhcy9ib2xzb25hcm8tcmV2ZWxhLXZvbnRhZGUtZGUtcHJpdmF0aXphci1wZXRyb2JyYXMtZS1wcm9tZXRlLWRpc2N1dGlyLW8tYXNzdW50bz9hbXA9MQ?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/3On3w_uPGYpyCqDLxzJl_92m5h0CJlXQa7yRhLOUD6MPTg48RqryjEBMTSUWyskd8UMw5-k0TordSGknaZB4OQilM0r5ihUWlSyXKKV5L5iOqb2gvmb-kxrg5Ep31_UaaoR00mrDDAiOss-IIZ--VNuV0Dqd1hOnR1HreStODUNgsmZfpOxaZ7gGBKVgIZyLbt_jTYNcvvBhm-sVQRS8omrkNid2NBTNSO-Cy_ioMNLHeRHzsrDP8ON8bD6SVA5oWnjAuMAt7syq_ewAtlTOZKbqMNkvNMv1qk9o=s0-w100-h100-dcgYaGJToF|NSC Total
Nem a alta da gasolina salva ação da Petrobras||5 de jul. de 2021||bookmark_border|news.google.com/./articles/CBMiXmh0dHBzOi8vdm9jZXNhLmFicmlsLmNvbS5ici9tZXJjYWRvLWZpbmFuY2Vpcm8vbmVtLWEtYWx0YS1kYS1nYXNvbGluYS1zYWx2YS1hY2FvLWRhLXBldHJvYnJhcy_SAWJodHRwczovL3ZvY2VzYS5hYnJpbC5jb20uYnIvbWVyY2Fkby1maW5hbmNlaXJvL25lbS1hLWFsdGEtZGEtZ2Fzb2xpbmEtc2FsdmEtYWNhby1kYS1wZXRyb2JyYXMvYW1wLw?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/Wcx3DpzYRtzAn8-1gEIIqkA44_Xr18Hv8c7KOHkt5rH-SWkJEcUEHwx-x5bvEYoMrdaxLDCDI0Wyj7TbY1NHRZEfEYx8bSKSYxPVOwEWIaOlLy-yDuvYHNNWhnFzXEH3AkW-C0XS-a989S0DX3QUN_5vO5zPZbFwqS-SUk8KM0FnFuqaKoupa-2DLjlgIA=s0-w100-h100-dciWKKKqkH|VC S/A
Diretor do Flamengo é alvo de investigação em caso de propina ligado à Petrobras||21 de out. de 2021||bookmark_border|news.google.com/./articles/CBMihAFodHRwczovL3d3dy5lc3BuLmNvbS5ici9mdXRlYm9sL2FydGlnby9fL2lkLzkzOTY3ODEvZGlyZXRvci1kby1mbGFtZW5nby1lLWFsdm8tZGUtaW52ZXN0aWdhY2FvLWVtLWNhc28tZGUtcHJvcGluYS1saWdhZG8tYS1wZXRyb2JyYXPSAZEBaHR0cHM6Ly93d3cuZXNwbi5jb20uYnIvZnV0ZWJvbC9hcnRpZ28vXy9pZC85Mzk2NzgxL2RpcmV0b3ItZG8tZmxhbWVuZ28tZS1hbHZvLWRlLWludmVzdGlnYWNhby1lbS1jYXNvLWRlLXByb3BpbmEtbGlnYWRvLWEtcGV0cm9icmFzP3BsYXRmb3JtPWFtcA?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/aejA2PkvkMgOCc1wZ1LUdPmq6qb6Jx0TYjU2anMBRdmXcIGxQ-9ZRvid4hmSxIeyhc6UVxIJ-RqzcoCHO9SuU48OHwWF_eaMlrRWdV-BPw-Vxnkfgn7C5hA=s0-w100-h100-dcRUKY9KAI|ESPN.com.br
Novo CEO da Petrobras ‘faz cafuné’ em acionistas e ação salta mais de 5%||||bookmark_border|news.google.com/./articles/CBMidWh0dHBzOi8vdm9jZXNhLmFicmlsLmNvbS5ici9tZXJjYWRvLWZpbmFuY2Vpcm8vbm92by1jZW8tZGEtcGV0cm9icmFzLWZhei1jYWZ1bmUtZW0tYWNpb25pc3Rhcy1lLWFjYW8tc2FsdGEtbWFpcy1kZS01L9IBeWh0dHBzOi8vdm9jZXNhLmFicmlsLmNvbS5ici9tZXJjYWRvLWZpbmFuY2Vpcm8vbm92by1jZW8tZGEtcGV0cm9icmFzLWZhei1jYWZ1bmUtZW0tYWNpb25pc3Rhcy1lLWFjYW8tc2FsdGEtbWFpcy1kZS01L2FtcC8?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/H3X0ShfQE5rZtjL4yMbdpiMTYRcNKQA1iqa5gQB6TVVdeqIpvo46rOu9VK5VF7yGS0K47rOJZCSs7gw64FG2mxjaA30gGkhc-67hFujlAHoAIatFFzBi8_Fw3ZRt5iQP0p7OT24bfI_cx40SNSQCpOCvr3FQaxoXAqxxFzqdEawn7cIMGP61sP_hcHkyRHo=s0-w100-h100-dcETKQUbEni4gC|
Petrobras perde R$ 28 bilhões na bolsa; e isso foi antes de Bolsonaro trocar o presidente da estatal||||bookmark_border|news.google.com/./articles/CBMikgFodHRwczovL3ZvY2VzYS5hYnJpbC5jb20uYnIvbWVyY2Fkby1maW5hbmNlaXJvL3BldHJvYnJhcy1wZXJkZS1yLTI4LWJpbGhvZXMtbmEtYm9sc2EtZS1pc3NvLWZvaS1hbnRlcy1kZS1ib2xzb25hcm8tdHJvY2FyLW8tcHJlc2lkZW50ZS1kYS1lc3RhdGFsL9IBlgFodHRwczovL3ZvY2VzYS5hYnJpbC5jb20uYnIvbWVyY2Fkby1maW5hbmNlaXJvL3BldHJvYnJhcy1wZXJkZS1yLTI4LWJpbGhvZXMtbmEtYm9sc2EtZS1pc3NvLWZvaS1hbnRlcy1kZS1ib2xzb25hcm8tdHJvY2FyLW8tcHJlc2lkZW50ZS1kYS1lc3RhdGFsL2FtcC8?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/MDssyYbWjN75KUpILjbkDFsc-UqtRQlBuVvBxK5dX8ecQWfUkneflkupBS1pZwagWDgOeB6N_l4rKLKfd1uZmFWOI6GFey_9iBnEby_S7jej9rME-tD1kn5RE-3C9YG9cwPBD7FHRxMqxrvHuEIcNbfukWo9j1ftalPKXMXGohv1GgARvHAbRFIB1cmYyrrW=s0-w100-h100-dcFXGMtsAkqs0B|
Petrobras diz não ter definição sobre vale-gás prometido por Bolsonaro - Sagres Online||2 de ago. de 2021||bookmark_border|news.google.com/./articles/CBMiY2h0dHBzOi8vc2FncmVzb25saW5lLmNvbS5ici9wZXRyb2JyYXMtZGl6LW5hby10ZXItZGVmaW5pY2FvLXNvYnJlLXZhbGUtZ2FzLXByb21ldGlkby1wb3ItYm9sc29uYXJvL9IBAA?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/Nz5FBenuH3eC7659mJwnH1IOuVA5sQ_K1jtJDtplVLWZ-Mm264_oSFiQebeWCTReVWr9pe_WeFlpfmRMfhUba4B-WOZVYTPq7dzbcAyjJM9RrO4NsARTCCESuEV95ti95A=s0-w100-h100-dcATGOxb4E|Sagres Online
Petrobras anuncia aumento da gasolina e do diesel em refinarias||||bookmark_border|news.google.com/./articles/CBMieWh0dHBzOi8vYWdlbmNpYWJyYXNpbC5lYmMuY29tLmJyL2Vjb25vbWlhL25vdGljaWEvMjAyMS0wMi9wZXRyb2JyYXMtYW51bmNpYS1hdW1lbnRvLWRhLWdhc29saW5hLWUtZG8tZGllc2VsLWVtLXJlZmluYXJpYXPSAX1odHRwczovL2FnZW5jaWFicmFzaWwuZWJjLmNvbS5ici9lY29ub21pYS9ub3RpY2lhLzIwMjEtMDIvcGV0cm9icmFzLWFudW5jaWEtYXVtZW50by1kYS1nYXNvbGluYS1lLWRvLWRpZXNlbC1lbS1yZWZpbmFyaWFzP2FtcA?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/bT0u972hzVtyGFRiwXluj0ie2cKwYFF93j945js7kBdyNwRxWRLSkLNRYWofTID6co2096xuKPp3JQ3g-o85D614442yBH1ZSW4Wi0OQw-nmftj4rUxKYFEzKFrIO4ol4LZ8QmbPIWQ1-wr5ESRQ2AyBVqim7P9n0rvHD-9zLn9Eqwng_s6qoqnhiCsFfkWxx7WteTe4Mnspti8NLY-cQSaEmIx60Fb5dcZplSctBI_sB2U2VaiU-6jE5E5-xJuy44jnLM4wZVYYnd0=s0-w100-h100-dcgVSKyakF|
Se o Brasil é autossuficiente em petróleo, por que a gente importa combustível?||||Opinião|news.google.com/./articles/CBMidmh0dHBzOi8vdm9jZXNhLmFicmlsLmNvbS5ici9jb2x1bmEvZ3VydS9zZS1vLWJyYXNpbC1lLWF1dG9zc3VmaWNpZW50ZS1lbS1wZXRyb2xlby1wb3ItcXVlLWEtZ2VudGUtaW1wb3J0YS1jb21idXN0aXZlbC_SAXpodHRwczovL3ZvY2VzYS5hYnJpbC5jb20uYnIvY29sdW5hL2d1cnUvc2Utby1icmFzaWwtZS1hdXRvc3N1ZmljaWVudGUtZW0tcGV0cm9sZW8tcG9yLXF1ZS1hLWdlbnRlLWltcG9ydGEtY29tYnVzdGl2ZWwvYW1wLw?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/uu6u4rXASkt376w-lprxXESWI4-IeWeY46bwzF8JKJ04Mf8dR3QOzjJwsUgbbVbQ1hgipUT3CxBgOagoeQ8QTVks96JnOu9SJBUIqQwgp-0o-X2P2MCzIl_S23Tb-Gf9ITw8VaofAUl0GxAESQnHXILuKv7AW9Nn6RDq=s0-w100-h100-dcCTGE8JwI|
Ibovespa volta aos 120K, mas Petrobras está presa no Dia da Marmota||||bookmark_border|news.google.com/./articles/CBMicmh0dHBzOi8vdm9jZXNhLmFicmlsLmNvbS5ici9tZXJjYWRvLWZpbmFuY2Vpcm8vaWJvdmVzcGEtdm9sdGEtYW9zLTEyMGstbWFzLXBldHJvYnJhcy1lc3RhLXByZXNhLW5vLWRpYS1kYS1tYXJtb3RhL9IBdmh0dHBzOi8vdm9jZXNhLmFicmlsLmNvbS5ici9tZXJjYWRvLWZpbmFuY2Vpcm8vaWJvdmVzcGEtdm9sdGEtYW9zLTEyMGstbWFzLXBldHJvYnJhcy1lc3RhLXByZXNhLW5vLWRpYS1kYS1tYXJtb3RhL2FtcC8?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/0Wlc9C7lmIOXBSfpoEeqWpXRQV9TNXubyDDY-hugrPAKPeyVnC5VT2NmDP2yBOLpliZeTvZt-TSQijXPkSXtDn9MBos9_U0Ktu0YbmaqcvigkOBMvAkXxVjzwTm5KoY3snD2hXzro1P6TQUWK4LylXetaPVmDC8buQyQWcfhXkr0jwjQ5xXP-NPOY7ysJ8w=s0-w100-h100-dcFUKI6rzlYyeKpEU|
"Petrobras anuncia novo aumento nos preços da gasolina e do diesel | NSC Total"||||bookmark_border|news.google.com/./articles/CBMiZmh0dHBzOi8vd3d3Lm5zY3RvdGFsLmNvbS5ici9ub3RpY2lhcy9wZXRyb2JyYXMtYW51bmNpYS1ub3ZvLWF1bWVudG8tbm9zLXByZWNvcy1kYS1nYXNvbGluYS1lLWRvLWRpZXNlbNIBbGh0dHBzOi8vd3d3Lm5zY3RvdGFsLmNvbS5ici9ub3RpY2lhcy9wZXRyb2JyYXMtYW51bmNpYS1ub3ZvLWF1bWVudG8tbm9zLXByZWNvcy1kYS1nYXNvbGluYS1lLWRvLWRpZXNlbD9hbXA9MQ?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/tZ_Lc4SJOWt-dAtf3KQW45vEDGI9IOt52tDfGXceHIM6wqLkeyYug54fIeS57GrUeHoUHO9GVRHSz-8qAUAuC8CuroXd8qUINcRIy2UUB7l76QALkXXiB1M4vfhYayTORigxb_fLLYAlO94uNvgiO7q3H_rdYGEletUI7MqOkOamWTi6AQl7MZBWPBHFfahlIT_A8hUAnkJgTNcdl5fwmtRvAZeGHFGOcXQ6-_HGCfz5oJrEtIDGmn5_1bm5A7zU=s0-w100-h100-dcARCKCi1mkqcC|
Greve dos petroleiros: veja 5 pontos que você precisa entender||||bookmark_border|news.google.com/./articles/CAIiED00mU8Q_cGJcnl49IAjR1oqMwgEKioIACIQ6Oscywwn_jrGypQ_VGmIRyoUCAoiEOjrHMsMJ_46xsqUP1RpiEcwvbrBBg?uo=CAUiaGh0dHBzOi8vd3d3LmNhcnRhY2FwaXRhbC5jb20uYnIvc29jaWVkYWRlL2dyZXZlLWRvcy1wZXRyb2xlaXJvcy12ZWphLTUtcG9udG9zLXF1ZS12b2NlLXByZWNpc2EtZW50ZW5kZXIv0gEA&hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/4yveKwpxVPPBoUm3GrvBJwdFOAp9MXnf5UqOcp_OCJpZ_p0GpnTHn1KZAIUBiXz2C9XghSf98T_5jQQ_sdMqb3eqIpt8VGK0ORK8tTMM-0OscJj1g66PVgTjQyQ-2YLGRY4laqiREyUx2oL46Ow_cq-2NOSOG3AxWgrB8S6QZGdVVQ=s0-w100-h100-dcATCK4rwE|
Ele largou salário de R$ 4,5 mil na Petrobras para virar jogador; hoje é destaque do Ceará no Brasileiro||||bookmark_border|news.google.com/./articles/CBMimQFodHRwczovL3d3dy5lc3BuLmNvbS5ici9mdXRlYm9sL2FydGlnby9fL2lkLzU5NDUwOTMvZWxlLWxhcmdvdS1zYWxhcmlvLWRlLXItNDUtbWlsLW5hLXBldHJvYnJhcy1wYXJhLXZpcmFyLWpvZ2Fkb3ItaG9qZS1lLWRlc3RhcXVlLWRvLWNlYXJhLW5vLWJyYXNpbGVpcm_SAaYBaHR0cHM6Ly93d3cuZXNwbi5jb20uYnIvZnV0ZWJvbC9hcnRpZ28vXy9pZC81OTQ1MDkzL2VsZS1sYXJnb3Utc2FsYXJpby1kZS1yLTQ1LW1pbC1uYS1wZXRyb2JyYXMtcGFyYS12aXJhci1qb2dhZG9yLWhvamUtZS1kZXN0YXF1ZS1kby1jZWFyYS1uby1icmFzaWxlaXJvP3BsYXRmb3JtPWFtcA?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/jDwff0ct-k63O3kbiASxBSN8GszVPL-k1r0UjH-oSsq_4x7iipwcJOtmF3EPvXj-4tvwsr7BSuqqMHAe1ThqjVcdbsiMuq5CgzAi3q-Salklaetlebg3fdlt=s0-w100-h100-dcETKYMRkK|
Petrobras é a maior petroleira entre empresas de capital aberto||||bookmark_border|news.google.com/./articles/CBMib2h0dHA6Ly9nMS5nbG9iby5jb20vZWNvbm9taWEvbm90aWNpYS8yMDE1LzAxL3BldHJvYnJhcy1lLW1haW9yLXBldHJvbGVpcmEtZW50cmUtZW1wcmVzYXMtZGUtY2FwaXRhbC1hYmVydG8uaHRtbNIBAA?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/WaEqyQPD8WQDRylVXhNrMRizqyOLmH-AQVR4ovvbgVt7ZpR-Yvqxi5SVms5Wr5p4LWQroniUYQUOOtH9KK9mTL6lh77B97Jab0gHFI_9a3cL2HjtNqe1z3oShAUeICPlMTlZJa3T2H6SjuyMJsp90Ww_clSy4OqX_N9gW1FrIUjuGROUyu2Qx7cdg-Yy8YDZ0axjrH4_8ZHeLncF5IIa_u4hR8Z8Ia6ZjlZUqvHDyo02xokSmn2edmRzYAJlhBTeyMeLFBcnmhxxRsaKqGvp0WknH4TMVGIKfFyc1jQ=s0-w100-h100-dcFWAG|
'Petrobras não pode fazer política pública', diz presidente da ...|Noticias R7|9/01/2022||"já falou do desconhecimento sobre a Petrobras como empresa de economia 
mista (estatal e de capital aberto). Mudou? Silva e Luna: Mudou, mas ainda 
há muito..."|https://noticias.r7.com/economia/petrobras-nao-pode-fazer-politica-publica-diz-presidente-da-estatal-09012022|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Após faturar contrato da Petrobras a Seadrill abre centenas ...|Petrosolgas|9/01/2022||"Após faturar contrato da Petrobras a Seadrill abre centenas de 
oportunidades offshore para o Rio de Janeiro ... Recentemente a 
multinacional offshore Seadrill..."|https://petrosolgas.com.br/apos-faturar-contrato-da-petrobras-a-seadrill-abre-centenas-de-oportunidades-offshore-para-o-rio-de-janeiro/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
FUP alerta para alta de casos de covid em plataformas; Petrobras (PETR4) nega|InfoMoney|10/01/2022||"Segundo a Petrobras, no entanto, nas unidades citadas pela FUP houve 
desembarques pontuais e preventivos de pessoas com sintomas gripais leves 
nos últimos dias,..."|https://www.infomoney.com.br/mercados/fup-alerta-para-alta-de-casos-de-covid-em-plataformas-petrobras-petr4-nega/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Concurso da Petrobras tem mais de 200 mil inscritos para 757 vagas|G1|10/01/2022||"O Petrobras informou nesta segunda-feira (10) que o concurso público com 
757 vagas, além da formação de cadastro de reserva, para profissionais com 
nível..."|https://g1.globo.com/trabalho-e-carreira/noticia/2022/01/10/concurso-da-petrobras-tem-mais-de-200-mil-inscritos-para-757-vagas.ghtml|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Petrobras: data de oferta da Braskem depende de interação ...|E-Investidor|10/01/2022||"A Petrobras divulgou, na sexta-feira (7), comunicado com esclarecimento 
sobre notícias divulgadas na imprensa sobre a venda de sua participação na 
Braskem..."|https://einvestidor.estadao.com.br/mercado/petrobras-oferta-braskem-depende-interacao-novonor/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Em 2021, Petrobras pediu registro de 118 novas patentes|VEJA|10/01/2022||"A Petrobras é a empresa brasileira que mais mantém patentes ativas — são 
1.067 no país e no exterior. A maioria dos projetos relacionados aos 118 
registros de..."|https://veja.abril.com.br/coluna/radar/em-2021-petrobras-pediu-registro-de-118-novas-patentes/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
O novo preço do gás é justo?|JOTA|10/01/2022||"A Petrobras e as distribuidoras de gás natural vêm negociando, desde meados 
de outubro, os termos para a renovação dos contratos de comercialização de 
gás..."|https://www.jota.info/opiniao-e-analise/artigos/gas-novo-preco-e-justo-10012022|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
As ações gringas para investir do “exílio” da B3; Petrobras ...|Seu Dinheiro|10/01/2022||"As ações gringas para investir do “exílio” da B3; Petrobras, Suzano, 
“deltracron” e outros destaques do dia. Mesmo com juros em alta, BDRs e 
ações estrangeiras..."|https://www.seudinheiro.com/2022/colunistas/o-melhor-do-seu-dinheiro/as-acoes-gringas-para-investir-do-exilio-da-b3-petrobras-suzano-deltracron-e-outros-destaques-do-dia/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Petrobras (PETR4) não faz mais parte do índice de ...|FDR|10/01/2022||"A Petrobras está entre as apostas deste ano de boas pagadoras de 
proventos;; A companhia possui uma nova política de distribuição de 
dividendos;; A empresa saiu..."|https://fdr.com.br/2022/01/10/petrobras-petr4-nao-faz-mais-parte-do-indice-de-dividendos-o-que-aconteceu/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Orquestra Petrobras Sinfônica inicia turnê nacional afim de ...|Aqui Acontece|10/01/2022||"A programação celebra os 35 anos de patrocínio da Petrobras à orquestra e 
se estende até o dia 12 de fevereiro, oferecendo concertos para públicos de 
todas as..."|https://aquiacontece.com.br/noticia/cultura/10/01/2022/orquestra-petrobras-sinfonica-inicia-turne-nacional-afim-de-aproximar-o-publico-a-musica-sinfonica/175164|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Terceirizados do GASLUB seguem na luta para receber os ...|Sindipetro RJ -|10/01/2022||"Os trabalhadores da Pennoil Atlantis, empresa contratada da Petrobrás que 
atua no canteiro de obras do GASLUB, em Itaboraí-RJ, seguem na luta para 
receber..."|https://sindipetro.org.br/atrasados-pennoiledit/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Terça-feira (11/01) - Reunião Aposentados Sindipetro-RJ -|Sindipetro RJ -|10/01/2022||"Sindipetro-RJ leva à Petrópolis solidariedade e informações contra a 
privatização da Petrobrás · Judiciário condena Petrobrás por práticas 
antissindicais."|https://sindipetro.org.br/terca-feira-11-01-reuniao-aposentados-sindipetro-rj/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Governo federal vai levar R$ 17,7 bilhões em dividendos da Petrobras||6 de mai.||bookmark_border|news.google.com/./articles/CAIiEAiv4s-ewm2UkV4EIvQYV_oqGQgEKhAIACoHCAowos6mCzCK2b4DMKqTsgc?uo=CAUicmh0dHBzOi8vdm9jZXNhLmFicmlsLmNvbS5ici9tZXJjYWRvLWZpbmFuY2Vpcm8vZ292ZXJuby1mZWRlcmFsLXZhaS1sZXZhci1yLTE3Ny1iaWxob2VzLWVtLWRpdmlkZW5kb3MtZGEtcGV0cm9icmFzL9IBAA&hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/sT9Exbz7f0DnfFL8J3L3lvXJkaZK_wBhEE-hu_DJIF2fox4TiXsYp9XAExTRh3CnT4-XjWAqXoVDwR5gaYsS4dUdMwjWpKkAYCqaN9fg6HOOxKPtp0a6hogBFW-d5F9LHIqFeKCrXHmyef693ZvsUN7Je7QAeh3AjZALLWFE2zBVBOuj0DoNYag1=s0-w100-h100-dcDROK7ZmqsSsC|VC S/A
Ações da Petrobras despencam 7% com incerteza sobre política de preços||7 de mar.||bookmark_border|news.google.com/./articles/CAIiEOL771XmGKPZIw8-3tuK5vsqGQgEKhAIACoHCAowos6mCzCK2b4DMKqTsgc?uo=CAUidWh0dHBzOi8vdm9jZXNhLmFicmlsLmNvbS5ici9tZXJjYWRvLWZpbmFuY2Vpcm8vYWNvZXMtZGEtcGV0cm9icmFzLWRlc3BlbmNhbS03LWNvbS1pbmNlcnRlemEtc29icmUtcG9saXRpY2EtZGUtcHJlY29zL9IBAA&hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/pI18dQNgUX6Ed4i3OiKotjZcDjOcbgfxUBNGGBcGzpy7BjX_-L7jHlFov348jfsYNLJ0ZcmMA98Hl94qxZALE09pHpPiNEIxFVE_BEYUP4W3TWzkMdvjUt8HpYKP9fzwkbZD0t8rlO6GDCriY1VPg6WpBr4=s0-w100-h100-dchTCMziEpLpAB|VC S/A
Analistas reforçam recomendação de compra para as ações da Petrobras. Mas cuidado||30 de mar.||bookmark_border|news.google.com/./articles/CAIiEKyFCWDiFbzlD4Mg4jYyuIgqGQgEKhAIACoHCAowos6mCzCK2b4DMKqTsgc?uo=CAUigAFodHRwczovL3ZvY2VzYS5hYnJpbC5jb20uYnIvbWVyY2Fkby1maW5hbmNlaXJvL2FuYWxpc3Rhcy1yZWZvcmNhbS1yZWNvbWVuZGFjYW8tZGUtY29tcHJhLXBhcmEtYXMtYWNvZXMtZGEtcGV0cm9icmFzLW1hcy1jdWlkYWRvL9IBAA&hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/rLfSo6KoNSQuBfTEiczicwznL1ZZgav7sce2EQTF2NHZL_DAmU-sjO8Ou88Lh5q-w6sKakGNubkbUov7wbLW68Gzg7_YEfJYlxmkiE9r0RFCOtUA-jFovy9G_H__XjQFkGzfcGpyhOQV3hlKz9m5CmCZpaY6c1xR6m7SOA_7RD4-fNuyapGufeuUaA=s0-w100-h100-dcATGKpbIF|VC S/A
Prepare o bolso: Petrobras (PETR4) aumenta preço da gasolina em 19% a partir de amanhã; diesel vai subir 25%||10 de mar.||bookmark_border|news.google.com/./articles/CAIiEKP01xY8JKLJeOFYY0zClgcqGQgEKhAIACoHCAowpcyPCzCshKMDMLXjrwY?uo=CAUiV2h0dHBzOi8vd3d3LnNldWRpbmhlaXJvLmNvbS8yMDIyL2Vjb25vbWlhL3BldHJvYnJhcy1wZXRyNC1hdW1lbnRhLWdhc29saW5hLWRpZXNlbC12dmthL9IBAA&hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/mF6RCzhxQKNa4z2GODuJgwhw4pTViSqC927uCXQ61hRyKg0IN_Pn-Wbh6TSP_xq_fn96hYJWmPaZQVHkGtG2o7s7QL3Mjsee_2tcLvfrP0Q1go9r9w=s0-w100-h100-dcATCOB6oG|Seu Dinheiro
Presidente do Flamengo é indicado pelo governo para chefiar Conselho da Petrobras||6 de mar.||bookmark_border|news.google.com/./articles/CBMidGh0dHBzOi8vd3d3LmVzcG4uY29tLmJyL2Z1dGVib2wvYXJ0aWdvL18vaWQvMTAwMjkzMDAvcHJlc2lkZW50ZS1mbGFtZW5nby1pbmRpY2Fkby1nb3Zlcm5vLWNoZWZpYXItY29uc2VsaG8tcGV0cm9icmFz0gGBAWh0dHBzOi8vd3d3LmVzcG4uY29tLmJyL2Z1dGVib2wvYXJ0aWdvL18vaWQvMTAwMjkzMDAvcHJlc2lkZW50ZS1mbGFtZW5nby1pbmRpY2Fkby1nb3Zlcm5vLWNoZWZpYXItY29uc2VsaG8tcGV0cm9icmFzP3BsYXRmb3JtPWFtcA?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/qKHbsL5Rc9yGtcshSBTdHAelNfOx4qgeBB60c8Mu1UIkJX6SKijWKZ9LtL3sns6WAGGwqLg02tX_fbTAXVCkoVqriRErkq1Ept8gcaGGFUGC31gjQfSLDrwr=s0-w100-h100-dcgWWEzaEI|ESPN.com.br
Gabarito Extraoficial Petrobras – Conhecimentos Básicos||20 de fev.||bookmark_border|news.google.com/./articles/CBMiYmh0dHBzOi8vd3d3LmVzdHJhdGVnaWFjb25jdXJzb3MuY29tLmJyL2Jsb2cvZ2FiYXJpdG8tZXh0cmFvZmljaWFsLXBldHJvYnJhcy1jb25oZWNpbWVudG9zLWJhc2ljb3Mv0gFmaHR0cHM6Ly93d3cuZXN0cmF0ZWdpYWNvbmN1cnNvcy5jb20uYnIvYmxvZy9nYWJhcml0by1leHRyYW9maWNpYWwtcGV0cm9icmFzLWNvbmhlY2ltZW50b3MtYmFzaWNvcy9hbXAv?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/tSOGCr5B0xeXimBww18GrsCCNrAUohCP4XtVna5xCm0p_LsUFXM0HQBwjghrTSs6RBUWdegzrH0mAFHz38Dl_y96z-IsUm9m0GOe8Qt5bFbCtAxOf7LVqADSPcHc9XDhcLAveA=s0-w100-h100-dcAZCOZbYG|Estratégia Concursos
