title|media|date|datetime|desc|link|img
Flexibilização do isolamento impulsiona retorno ao trabalho|Poder360|01/08/2020||... diz Fecomércio RJ · Internacionalização é passo natural, diz presidente da Eletrobras · Petrobras recompra títulos globais por US$ 790 milhões.|https://www.poder360.com.br/economia/flexibilizacao-do-isolamento-impulsiona-retorno-ao-trabalho/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Polícia paulista recupera R$1,5 milhão de assalto a banco em Botucatu|Diário do Poder|01/08/2020||Lucro abusivo da Petrobras é de meio bilhão por dia · Diário do Poder. Novo ministro define privatização da Petrobras como prioridade.|https://diariodopoder.com.br/brasil-e-regioes/policia-recupera-r-15-milhao-de-assalto-a-banco-em-botucatu|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Governo Federal publica novas regras para o Minha Casa, Minha Vida|Diário do Poder|01/08/2020||Moro acha 'risível' PT culpar juiz e não o ladrão por prejuízo na Petrobras ... Moro acha 'risível' PT culpar juiz e não o ladrão por prejuízo na Petrobras.|https://diariodopoder.com.br/brasil-e-regioes/governo-publica-novas-regras-para-o-minha-casa-minha-vida|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Investigado pela PF, blogueiro bolsonarista pode ter deixado o Brasil|Exame|01/08/2020||Bolsonaro sobre presidente da Petrobras: se tiver que trocar cinco vezes, troco. EUA e México reafirmam cooperação em temas como imigração.|https://exame.com/brasil/investigado-pela-pf-blogueiro-bolsonarista-pode-ter-deixado-o-brasil/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Com investimento de R$ 30 milhões, obras de ampliação do Porto do Pecém são iniciadas no estado do Ceará|CPG Click Petroleo e Gas|01/08/2020||A previsão de entrega do primeiro módulo é até fevereiro de 2021. Veja também. Petrobras e WEG fecham contrato: Centenas de motores, turbogeradores e inversores...|https://clickpetroleoegas.com.br/com-investimento-de-r-30-milho%CC%83es-obras-de-ampliac%CC%A7a%CC%83o-do-porto-do-pecem-sao-iniciadas-no-estado-do-ceara/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Omega Energia fecha contrato de R$ 500 mi para adquirir parque eólico da Eletrobras|Click Petróleo e Gás|01/08/2020||... obras de ampliação do Porto do Pecém são iniciadas no estado do Ceará · Em Macaé, Porto de Imbetiba tem proposta aprovada pela Petrobras para apoio...|https://clickpetroleoegas.com.br/omega-energia-fecha-contrato-de-r-500-mi-para-adquirir-parque-eolico-da-eletrobras/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Busca de originalidade atrasa o país, diz Scheinkman|Poder360|01/08/2020||Comitê da Petrobras rejeita duas indicações do governo · No Senado, Bolsonaro exalta mulheres e atuação do Congresso · Dólar paralelo bate recorde na...|https://www.poder360.com.br/governo/busca-de-originalidade-atrasa-o-pais-diz-scheinkman/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Rodrigo Maia convida e Felipe Neto aceita falar na Câmara ...|Poder360|01/08/2020||... Ao vivo: Câmara realiza audiência sobre privatização da Petrobras · Pacote de “bondades” lança a economia em modo esquizofrênico. publicidade...|https://www.poder360.com.br/brasil/rodrigo-maia-diz-que-acelerara-projeto-das-fake-news-por-felipe-neto/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Justiça bloqueia bens dos ex-deputados Jorge Picciani e ...|Poder360|01/08/2020||... Bolsonaro diz que decisão de Moraes é uma “covardia” · STF autoriza PGR a ouvir ex-presidentes da Petrobras e do BB · Gleisi critica polícia e diz que...|https://www.poder360.com.br/brasil/justica-bloqueia-bens-dos-ex-deputados-jorge-picciani-e-paulo-melo/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Doações em dinheiro para combate à Covid-19 no ES chegam a R$ 615 mil|A Gazeta|01/08/2020||A Petrobras, por exemplo, doou 105 mil litros de óleo diesel e 55 mil litros de gasolina para o enfrentamento da Covid-19. A Fundação Itaú contribuiu com 33,5...|https://www.agazeta.com.br/es/economia/doacoes-em-dinheiro-para-combate-a-covid-19-no-es-chegam-a-r-615-mil-0820|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
