title|media|date|desc
Bolsonaro fala em ‘fatiar a Petrobras’ e ir a debates na TV|Valor Econômico|01/06/2022|O presidente Jair Bolsonaro disse em entrevista exibida ontem que o governo  cogita “fatiar a Petrobras”. E criticou os acionistas minoritários da  empresa...
Petrobras gasta R$ 1,3 milhão cada vez que governo troca seu presidente|Exame|01/06/2022|Toda vez que o governo do presidente Jair Bolsonaro promove uma mudança na  presidência da Petrobras, a estatal precisa desembolsar cerca de R$ 1,3  milhão,...
Bolsonaro usa privatizações para reconquistar apoio de ricos ...|Brasil de Fato|01/06/2022|“Há muito dinheiro e interesse nesta eleição”, disse Deos. “Para quem está  interessado só em lucro, a privatização de uma Petrobras ou dos Correios  seria uma...
Petrobras lança site para explicar preços de combustíveis|Valor Investe|01/06/2022|A Petrobras anunciou nesta quarta-feira que lançou um novo site para  ensinar a população como são formados os preços da gasolina, diesel e gás  de cozinha.
Petrobras tem margem enorme para reduzir preço, se quiser, diz especialista|UOL Economia|01/06/2022|No caso da Petrobras, o governo federal é o acionista majoritário e, assim,  tem poderes para escolher a maior parte do conselho de administração, a  presidência...
Petrobras lança site sobre preço do combustível e diz ser responsável apenas por uma parte do valor|Exame|01/06/2022|Diante do aumento de preço dos combustíveis nos últimos meses, a Petrobras  (PETR4) lançou nesta quarta-feira, 1º de junho, um site para explicar aos...
Lira nomeia relator para projeto que altera política de preços da Petrobras e quer votá-lo hoje|Valor Investe|01/06/2022|O projeto obriga a Petrobras a tornar mais transparente a composição dos  preços da gasolina, diesel e etanol. A estatal terá que divulgar  mensalmente para a...
Petrobras tenta acelerar venda de unidade de fertilizantes em Três Lagoas (MS)|Valor Econômico|01/06/2022|A Petrobras contratou o banco Bradesco BBI como assessor financeiro  exclusivo para realizar a venda da Unidade de Fertilizantes Nitrogenados  III (UFN-3),...
Lista da União para o conselho da Petrobras deve sair hoje, dizem fontes|Valor Econômico|01/06/2022|Na Petrobras, o CEO precisa ser eleito conselheiro, em assembleia de  acionistas, antes de se tornar presidente-executivo. Depois do anúncio do  pedido de troca...
Petrobras (PETR4) compra os 50% restantes da Ibiritermo por R$ 1 e compensação|Suno|01/06/2022|A Petrobras (PETR4) anunciou nesta quarta-feira (1º) a compra de 50%  restantes da sociedade Ibiritermo, por R$ 1. A empresa é dona da UTE  Ibirité,...
