Date|Adj Close|Volume|Var%
2021-01-04|19.27433967590332|74719700|0.020112827837004188
2021-01-05|20.02771759033203|95181100|0.03908709336333738
2021-01-06|20.067718505859375|96562500|0.001997277789989038
2021-01-07|20.667747497558594|56171300|0.029900209708643377
2021-01-08|20.747751235961914|67136300|0.003870946188633706
2021-01-11|20.57440948486328|48744700|-0.008354724766420962
2021-01-12|20.42106819152832|65691900|-0.007453010665884441
2021-01-13|19.434349060058594|93826600|-0.048318683538751794
2021-01-14|19.63435935974121|50745400|0.010291587285198966
2021-01-15|18.74764633178711|80673300|-0.04516129157604398
2021-01-18|18.714313507080078|68855700|-0.0017779738382687205
2021-01-19|19.127668380737305|61656000|0.022087632201995833
2021-01-20|18.807647705078125|60306200|-0.016730772893441603
2021-01-21|18.367626190185547|41284900|-0.02339588245125257
2021-01-22|18.060943603515625|51181900|-0.016696909197433052
2021-01-26|18.000944137573242|64514600|-0.003322055993281725
2021-01-27|18.267620086669922|68337800|0.014814553451118595
2021-01-28|18.50763511657715|67827000|0.013138823161883417
2021-01-29|17.79426383972168|67555300|-0.03854470181425329
2021-02-01|18.354293823242188|44449500|0.03147250083312625
2021-02-02|19.107666015625|91663000|0.04104610069109893
2021-02-03|19.294343948364258|47486800|0.009769792531783006
2021-02-04|19.214340209960938|41444100|-0.004146486587853215
2021-02-05|19.22767448425293|121098700|0.0006939751324419596
2021-02-08|18.74098014831543|98821700|-0.02531217887717485
2021-02-09|18.360960006713867|63662200|-0.020277495552212144
2021-02-10|18.534299850463867|52949900|0.009440674326757215
2021-02-11|18.720979690551758|61158600|0.010072127978614676
2021-02-12|18.96099090576172|47801100|0.01282044097997126
2021-02-17|19.727699279785156|54973400|0.040436092071034935
2021-02-18|19.51435661315918|105539200|-0.010814371387168675
2021-02-19|18.2209529876709|215834800|-0.06627959358988533
2021-02-22|14.447423934936523|490230400|-0.20709833647492049
2021-02-23|16.04083824157715|293503100|0.11029054825389717
2021-02-24|16.26751708984375|155246400|0.014131359275169286
2021-02-25|15.460808753967285|170233000|-0.049590132988402646
2021-02-26|14.82744312286377|159881000|-0.04096587967566656
2021-03-01|14.667433738708496|90330100|-0.0107914346950716
2021-03-02|14.660767555236816|147772300|-0.0004544887395050434
2021-03-03|14.127406120300293|185688500|-0.03638018493417883
2021-03-04|14.814107894897461|127843200|0.04860777475706701
2021-03-05|14.927445411682129|126306300|0.007650647449631842
2021-03-08|14.067402839660645|141142800|-0.05761485293045654
2021-03-09|14.394087791442871|122648000|0.023222833347829708
2021-03-10|14.894112586975098|111744100|0.03473820660101068
2021-03-11|15.527480125427246|130577500|0.04252469119953006
2021-03-12|15.447473526000977|68123200|-0.005152581022805691
2021-03-15|15.767491340637207|68295000|0.02071651484610615
2021-03-16|15.52081298828125|43407900|-0.015644743163435115
2021-03-17|16.05417251586914|77966400|0.03436414883618499
2021-03-18|15.49414348602295|77198900|-0.034883705733983916
2021-03-19|16.000839233398438|90244500|0.03270240448157535
2021-03-22|15.68082046508789|44129300|-0.02000012397115858
2021-03-23|15.20079517364502|57124700|-0.03061225606859086
2021-03-24|15.214128494262695|63338300|0.0008771462588215151
2021-03-25|15.467474937438965|79214500|0.01665205097168765
2021-03-26|15.640816688537598|60918600|0.01120685514602382
2021-03-29|15.887496948242188|50099700|0.0157715715628437
2021-03-30|15.887496948242188|41959100|0.0
2021-03-31|16.067506790161133|68609400|0.011330283335718505
2021-04-01|15.927497863769531|47232900|-0.008713792887726335
2021-04-05|16.02750587463379|40454400|0.006278953023233225
2021-04-06|16.014169692993164|45934300|-0.0008320809079678249
2021-04-07|16.000839233398438|55892200|-0.0008324165317518117
2021-04-08|15.800826072692871|63231300|-0.012500166884251929
2021-04-09|15.767491340637207|47494400|-0.0021096828673580204
2021-04-12|15.927497863769531|50592900|0.010147874489072617
2021-04-13|15.980834007263184|53612300|0.003348683135910191
2021-04-14|16.234182357788086|90836500|0.01585326212698024
2021-04-15|15.91224193572998|64193600|-0.01983102166544659
2021-04-16|15.815760612487793|59567300|-0.006063339385604993
2021-04-19|16.732316970825195|196519100|0.05795208847645994
2021-04-20|16.415311813354492|94965400|-0.018945682060855007
2021-04-22|16.339506149291992|46600100|-0.00461798502059696
2021-04-23|16.32572364807129|60341000|-0.0008435078205408786
2021-04-26|16.38774871826172|33281000|0.0037992233316872515
2021-04-27|15.919132232666016|76684900|-0.028595537657561176
2021-04-28|16.498008728027344|66374200|0.036363571010075146
2021-04-29|16.277484893798828|49775900|-0.013366693997069024
2021-04-30|16.277484893798828|61039200|0.0
2021-05-03|16.146549224853516|49039900|-0.008043974225723005
2021-05-04|15.774410247802734|44765000|-0.023047585701963302
2021-05-05|16.422203063964844|75611900|0.04106605609882252
2021-05-06|16.194787979125977|54091600|-0.01384802538082619
2021-05-07|16.80122947692871|74118200|0.037446708075733914
2021-05-10|17.02175521850586|73804500|0.013125571666048108
2021-05-11|17.331867218017578|73729900|0.01821856768181984
