title|media|date|datetime|desc|link|img
Petrobras confirma venda da fatia na BR Distribuidora e embolsa R$ 11,4 bilhões|Valor Investe|01/07/2021||A Petrobras confirmou na noite de ontem que vendeu os 37,5% que ainda detinha na BR Distribuidora, ao preço de R$ 26 por ação. A informação havia sido publicada...|https://valorinveste.globo.com/mercados/renda-variavel/empresas/noticia/2021/07/01/petrobras-confirma-venda-da-fatia-na-br-distribuidora-e-embolsa-r-114-bilhoes.ghtml|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Petrobras vai levantar R$ 11,36 bi com venda de fatia restante na BR Distribuidora|G1|01/07/2021||A Petrobras deverá levantar R$ 11,36 bilhões com a venda de sua participação restante na BR Distribuidora. A oferta secundária de ações foi precificada a R$...|https://g1.globo.com/economia/noticia/2021/07/01/petrobras-vai-levantar-r-1136-bi-com-venda-de-fatia-restante-na-br-distribuidora.ghtml|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
BR Distribuidora pode subir 46% após saída da Petrobras, diz Credit Suisse|Exame|01/07/2021||BR Distribuidora pode subir 46% após saída da Petrobras, diz Credit Suisse. Visando menor interferência estatal, analistas elevam preço-alvo em relatório desta...|https://exame.com/invest/mercados/br-distribuidora-pode-subir-46-apos-saida-da-petrobras-diz-credit-suisse/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
RJ: em Itaguaí, reintegração de posse em terreno da ...|Brasil de Fato|01/07/2021||“Justamente por conta da doação de alimentos ao acampamento, o Alessandro, que organizou a campanha “Petroleiro Solidário”, acabou demitido da Petrobras sob a...|https://www.brasildefato.com.br/2021/07/01/rj-em-itaguai-reintegracao-de-posse-em-terreno-da-petrobras-e-marcada-por-confronto|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
RJ: acampados saem de terreno da Petrobras em Itaguaí|Agência Brasil|01/07/2021||A Prefeitura de Itaguaí informou, que diante da previsão de desocupação do terreno da Petrobras, tentou fazer antecipadamente o cadastramento das famílias...|https://agenciabrasil.ebc.com.br/geral/noticia/2021-07/acampados-saem-de-terreno-da-petrobras-em-itaguai|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Reintegração de posse de terreno da Petrobras em Itaguaí tem confronto|Agência Brasil|01/07/2021||Reintegração de posse de terreno da Petrobras em Itaguaí tem confronto. Moradores tentavam resistir à entrada dos policiais.|https://agenciabrasil.ebc.com.br/radioagencia-nacional/geral/audio/2021-07/reintegracao-de-posse-de-terreno-da-petrobras-em-itaguai-tem-confronto|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Petrobras vende suas sete unidades em Alagoas por quase R ...|GazetaWeb|01/07/2021||O conselho de administração da Petrobras aprovou nesta quarta-feira (30) a venda, por US$ 300 milhões - o equivalente a R$ 1,49 bilhão no câmbio atual - das...|https://www.gazetaweb.com/noticias/economia/petrobras-vende-suas-sete-unidades-em-alagoas-por-quase-r-15-bilhao/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
BR Distribuidora não é mais da Petrobras e Aegea tem novo sócio|VEJA|01/07/2021||Depois de um semestre com ganhos de 6,5% para os investidores da bolsa, o segundo semestre começa repleto de fatos relevantes das empresas. A Petrobras...|https://veja.abril.com.br/coluna/radar-economico/br-distribuidora-nao-e-mais-da-petrobras-e-aegea-tem-novo-socio/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Petrobras vende ações e zera participação na BR Distribuidora|Nexo Jornal|01/07/2021||No governo de Jair Bolsonaro, a Petrobras vendeu seu controle acionário de outras subsidiárias, como a TAG (Transportadora Associada de Gás) e a Liquigás.|https://www.nexojornal.com.br/extra/2021/07/01/Petrobras-vende-a%C3%A7%C3%B5es-e-zera-participa%C3%A7%C3%A3o-na-BR-Distribuidora|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Opinião: Fatia dos FPSOs da Petrobras investida no Brasil é ...|EPBR|01/07/2021||Enquanto isso, diversos estaleiros nacionais que, no passado, foram contratados para construir sondas, FPSOs e/ou navios petroleiros/gaseiros para a Petrobras...|https://epbr.com.br/petrobras-volta-a-contratar-fpsos-proprios-mas-fatia-diminuta-sera-investida-no-brasil-por-joao-montenegro/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
