title|media|date|datetime|desc|link|img
TCU diz que Petrobrás vendeu refinaria a preço abaixo do ...|BiodieselBR.com|01/04/2021||TCU diz que Petrobrás vendeu refinaria a preço abaixo do mercado e avalia ... da venda da Refinaria Landulpho Alves (Rlam) pela Petrobrás ao Mubadala,...|https://www.biodieselbr.com/noticias/biocombustivel/negocio/tcu-diz-que-petrobras-vendeu-refinaria-a-preco-abaixo-do-mercado-e-avalia-suspender-o-negocio-010421|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Balança comercial tem superávit de US$ 1,482 bilhão em março|Agência Brasil|01/04/2021||Até meados da década passada, o Brasil registrava em subsidiárias da Petrobras no exterior plataformas de petróleo que na prática jamais saíam do país.|https://agenciabrasil.ebc.com.br/economia/noticia/2021-04/balanca-comercial-tem-superavit-de-us-1482-bilhao-em-marco|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Petrobras aumenta preço do gás de cozinha em 5% nas refinarias|A Gazeta|01/04/2021||Petrobras aumenta preço do gás de cozinha em 5% nas refinarias. Esse é o quarto aumento do ano nos preços do gás liquefeito de petróleo (GLP). Quilo passará a...|https://www.agazeta.com.br/economia/petrobras-aumenta-preco-do-gas-de-cozinha-em-5-nas-refinarias-0421|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Petrobras anuncia indicação de candidatos para o Conselho ...|CanalEnergia|01/04/2021||A Petrobras informou que recebeu a indicação de acionista detentor de ações preferenciais de candidatos para o Conselho Fiscal, cuja eleição ocorrerá na...|https://www.canalenergia.com.br/noticias/53168339/petrobras-anuncia-indicacao-de-candidatos-para-o-conselho-fiscal|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
TCU tem 5 dias para avaliar suspensão da venda de refinaria|Noticias R7|01/04/2021||"""Recebi Ofício do Subprocurador-Geral, Lucas Rocha Furtado, ressaltando a recente decisão do conselho de administração da Petrobras em vender a Rlam..."|https://noticias.r7.com/economia/tcu-tem-5-dias-para-avaliar-suspensao-da-venda-de-refinaria-01042021|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Preço médio da gasolina sobe quase 11% em março nos postos do Brasil, diz ValeCard|Money Times|01/04/2021||O cenário de preços em alta nos postos vem com o impulso de reajustes realizados ao longo do ano pela Petrobras (PETR4) nas refinarias do país,...|https://www.moneytimes.com.br/preco-medio-da-gasolina-sobe-quase-11-em-marco-nos-postos-do-brasil-diz-valecard/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Ibeps avalia que preço justo da gasolina seria de R$ 3,60|Repórter Diário|01/04/2021||“A gente não daria prejuízo para a Petrobras, ela deixaria de ganhar mais dinheiro, mas ainda mantendo a empresa com um lucro muito acima do mercado, fecharia...|https://www.reporterdiario.com.br/noticia/2943639/ibeps-avalia-que-preco-justo-da-gasolina-seria-de-r-360/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Small caps: Banco Pan (BPAN4) tomba 20%; veja maiores quedas em março|Suno|01/04/2021||Notícias Mercado Small caps: Banco Pan (BPAN4) tomba 20%; veja maiores quedas em março. DIVIDENDOS. Petrobras (PETR4) e Vivo (VIVT3) pagam proventos nesta...|https://www.suno.com.br/noticias/small-caps-maiores-quedas-marco-2021/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Com queda no setor automobilístico, produção industrial ...|Rede Brasil Atual|01/04/2021||petrobras-investimentos. Intencional. Participação da Petrobras nos investimentos do Brasil cai ao menor nível da história. nesta sexta...|https://www.redebrasilatual.com.br/economia/2021/04/queda-setor-automobilistico-producao-industrial/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Enjoei (ENJU3) publica poema em balanço e divide opiniões|Suno|01/04/2021||Notícias Negócios Enjoei (ENJU3) publica poema em balanço e divide opiniões. DIVIDENDOS. Petrobras (PETR4) e Vivo (VIVT3) pagam proventos nesta semana;...|https://www.suno.com.br/noticias/enjoei-enju3-publica-poema-balanco-divide-opinioes/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Petrobras aumenta preço do GLP em quase 5%|G1|02/04/2021||A Petrobras aumentou em quase 5% o preço médio de venda do gás liquefeito de petróleo (GLP) para as distribuidoras. O novo valor do gás de cozinha começa a...|https://g1.globo.com/economia/noticia/2021/04/02/petrobras-aumenta-preco-do-glp-em-quase-5percent.ghtml|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Petrobras aumenta gás de cozinha em 5% a partir de hoje|Extra Online|02/04/2021||O preço médio do GLP (gás de cozinha) para o consumidor no país foi de R$ 70,50 em agosto. Foto: Marco Antônio Teixeira. -A A A+. Extra. A Petrobras vai...|https://extra.globo.com/economia-e-financas/petrobras-aumenta-gas-de-cozinha-em-5-partir-de-hoje-24952606.html|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Petrobras anuncia reajuste no preço do gás de cozinha, 4º aumento do ano|Campo Grande News|02/04/2021||Petrobras anuncia reajuste no preço do gás de cozinha, 4º aumento do ano. Estatal não informa a variação em porcentual, mas, segundo fontes do setor, a alta de...|https://www.campograndenews.com.br/economia/petrobras-anuncia-reajuste-no-preco-do-gas-de-cozinha-4o-aumento-do-ano|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
TCU vê preço baixo e ameaça suspender venda de refinaria da Petrobras na Bahia|Correio Braziliense|02/04/2021||Uma semana depois de a Petrobras assinar contrato com o novo dono - o fundo de investimento Mubadala, dos Emirados Árabes -, o ministro Walton Alencar pediu...|https://www.correiobraziliense.com.br/economia/2021/04/4915739-tcu-ve-preco-baixo-e-ameaca-suspender-venda-de-refinaria-da-petrobras-na-bahia.html|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Presidente da Petrobras segurou preços até saber de ...|Poder360|02/04/2021||O ministro da Economia, Paulo Guedes, afirmou que a Petrobras vinha segurando os preços dos combustíveis até que o presidente da estatal, Roberto Castello...|https://www.poder360.com.br/economia/presidente-da-petrobras-segurou-precos-ate-saber-de-demissao-diz-guedes/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Lula cogita privatização parcial de Furnas, Caixa Econômica e Eletrobras|iG Economia|02/04/2021||O ex-presidente citou Furnas, Caixa Econômica Federal e Eletrobras, como exemplos de empresas que podem mudar de regime. Também lembrou que Petrobras e Banco do...|https://economia.ig.com.br/2021-04-02/lula-guedes-privatizar.html|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
NASDAQ: Confira as 5 ações que mais desvalorizaram em março|Suno|02/04/2021||Notícias Mercado NASDAQ: Confira as 5 ações que mais desvalorizaram em março. DIVIDENDOS. Petrobras (PETR4) e Vivo (VIVT3) pagam proventos nesta semana;...|https://www.suno.com.br/noticias/nasdaq-maiores-quedas-marco-2021/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Ernesto Araújo pode disputar vaga de deputado federal, em 2022, pelo DF|Diário do Poder|02/04/2021||Moro acha 'risível' PT culpar juiz e não o ladrão por prejuízo na Petrobras ... Ministro Sachsida substitui presidente da Petrobras a pedido de Bolsonaro.|https://diariodopoder.com.br/claudio-humberto-home/ernesto-araujo-pode-disputar-vaga-de-deputado-federal-em-2022-pelo-df|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Veja como contestar recebimento de auxílio emergencial 2021, se o benefício foi negado|Extra Online|02/04/2021||Leia também: Petrobras aumenta gás de cozinha em 5% a partir de hoje. Trabalhadores formais continuam impedidos de solicitar o recurso, assim como cidadãos...|https://extra.globo.com/economia-e-financas/veja-como-contestar-recebimento-de-auxilio-emergencial-2021-se-beneficio-foi-negado-24953148.html|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Cunha diz em livro que Temer trabalhou arduamente pelo impeachment de Dilma, segundo revista|O Globo|02/04/2021||Cunha foi condenado a 14 anos e seis meses de prisão por corrupção passiva por crimes envolvendo a Petrobras. O ex-presidente da Câmara está preso...|https://oglobo.globo.com/politica/cunha-diz-em-livro-que-temer-trabalhou-arduamente-pelo-impeachment-de-dilma-segundo-revista-1-24953586|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
TCU manda Petrobras detalhar contratos milionários com ...|Consultor Jurídico|03/04/2021||A Petrobras deverá fornecer a auditores do Tribunal de Contas da União detalhes de contratos milionários firmados com escritórios de advocacia a título de...|https://www.conjur.com.br/2021-abr-03/tcu-manda-petrobras-detalhar-contratos-milionarios-escritorios|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
‘Novo pré-sal’ na região Norte anima empresas, mas preocupa ambientalistas|Seu Dinheiro|03/04/2021||Com petróleo em queda, Petrobras reduz preço do diesel e da gasolina em cerca de 4%. Já a ANP diz que mantém conversas constantes com o Ibama, mas, até o...|https://www.seudinheiro.com/2021/empresas/novo-pre-sal-na-regiao-norte-anima-empresas-mas-preocupa-ambientalistas/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Preço da gasolina em Manaus dá um salto neste sábado para ...|Amazonas Atual|03/04/2021||MANAUS – Depois de a Petrobras reduzir o preço da gasolina para as distribuidoras, no final do mês de março, os postos de combustíveis de Manaus resolveram...|https://amazonasatual.com.br/preco-da-gasolina-em-manaus-da-um-salto-neste-sabado-para-r-559/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Sem alarde, Nubank realiza mudança no seu comando|Seu Dinheiro|03/04/2021||Petrobras (PETR4) anuncia programa de recompra de debêntures inédito; veja quais séries de títulos estão inclusas na operação. 15 de julho de 2022 - 19:39.|https://www.seudinheiro.com/2021/empresas/sem-alarde-nubank-realiza-mudanca-no-seu-comando/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Empresas listadas na Bolsa atravessam a década reduzindo seus investimentos|Folha|03/04/2021||Já os dois principais projetos da Petrobras neste ano —as unidades flutuantes de produção, armazenamento e transferência Carioca Sépia 1 e Guanabara Mero 1—...|https://www1.folha.uol.com.br/mercado/2021/04/empresas-listadas-na-bolsa-atravessam-a-decada-reduzindo-seus-investimentos.shtml|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
Safra substitui Banco do Brasil e Pão de Açúcar por Itaú e Assaí na carteira de abril|Money Times|03/04/2021||Petrobras · PETR4, 14 ... Banco Safra, Bradesco, Carteira Recomendada, CCR, Comprar ou vender?, Fleury, Gerdau, Itaú Unibanco, Petrobras, Vale, Via Varejo.|https://www.moneytimes.com.br/safra-substitui-banco-do-brasil-e-pao-de-acucar-por-itau-e-assai-na-carteira-de-abril/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==
